Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior,Name
26.0,Male,0,Sales Associate,2.0,30000.0,China,Chinese,0,Male_2252
39.0,Female,2,Marketing Manager,11.0,120000.0,UK,White,0,Female_1646
30.0,Male,1,Software Engineer,4.0,65000.0,China,Korean,0,Male_2253
47.0,Male,3,Data Scientist,19.0,190000.0,Australia,White,0,Male_2254
25.0,Female,1,Software Developer,1.0,35000.0,Australia,Australian,0,Female_1647
40.0,Female,2,Human Resources Manager,12.0,130000.0,China,White,0,Female_1648
33.0,Male,1,Operations Manager,7.0,85000.0,UK,Welsh,0,Male_2255
29.0,Female,0,Sales Associate,1.0,25000.0,Australia,Australian,0,Female_1649
44.0,Male,3,Data Scientist,15.0,150000.0,Canada,White,0,Male_2256
28.0,Male,1,Software Developer,3.0,60000.0,China,Chinese,0,Male_2257
36.0,Female,2,Marketing Coordinator,9.0,100000.0,China,Chinese,0,Female_1650
31.0,Male,1,Operations Manager,6.0,75000.0,USA,Asian,0,Male_2258
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,USA,Hispanic,0,Female_1651
42.0,Male,3,Data Scientist,14.0,140000.0,Canada,White,0,Male_2259
34.0,Female,1,Human Resources Manager,6.0,75000.0,Australia,White,0,Female_1652
26.0,Male,0,Sales Associate,2.0,30000.0,USA,White,0,Male_2260
39.0,Female,2,Marketing Manager,11.0,120000.0,China,Korean,0,Female_1653
30.0,Male,1,Software Engineer,4.0,65000.0,China,White,0,Male_2261
47.0,Male,3,Data Scientist,19.0,190000.0,Australia,Australian,0,Male_2262
25.0,Female,1,Software Developer,1.0,35000.0,Australia,Asian,0,Female_1654
40.0,Female,2,Human Resources Manager,12.0,130000.0,China,Chinese,0,Female_1655
33.0,Male,1,Operations Manager,7.0,85000.0,Canada,Asian,0,Male_2263
29.0,Female,0,Sales Associate,1.0,25000.0,Canada,Asian,0,Female_1656
44.0,Male,3,Data Scientist,15.0,150000.0,China,White,0,Male_2264
28.0,Male,1,Software Developer,3.0,60000.0,USA,Hispanic,0,Male_2265
36.0,Female,2,Marketing Coordinator,9.0,100000.0,UK,Asian,0,Female_1657
31.0,Male,1,Operations Manager,6.0,75000.0,China,Korean,0,Male_2266
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Canada,Black,0,Female_1658
42.0,Male,3,Data Scientist,14.0,140000.0,Canada,Black,0,Male_2267
34.0,Female,1,Human Resources Manager,6.0,75000.0,USA,Asian,0,Female_1659
26.0,Male,0,Sales Associate,2.0,30000.0,Australia,Australian,0,Male_2268
39.0,Female,2,Marketing Manager,11.0,120000.0,USA,Hispanic,0,Female_1660
30.0,Male,1,Software Engineer,4.0,65000.0,UK,Asian,0,Male_2269
47.0,Male,3,Data Scientist,19.0,190000.0,Canada,Asian,0,Male_2270
25.0,Female,1,Software Developer,1.0,35000.0,USA,Hispanic,0,Female_1661
40.0,Female,2,Human Resources Manager,12.0,130000.0,UK,White,0,Female_1662
33.0,Male,1,Operations Manager,7.0,85000.0,Canada,Asian,0,Male_2271
29.0,Female,0,Sales Associate,1.0,25000.0,UK,White,0,Female_1663
44.0,Male,3,Data Scientist,15.0,150000.0,USA,African American,0,Male_2272
28.0,Male,1,Software Developer,3.0,60000.0,China,White,0,Male_2273
36.0,Female,2,Marketing Coordinator,9.0,100000.0,USA,White,0,Female_1664
31.0,Male,1,Operations Manager,6.0,75000.0,Australia,Asian,0,Male_2274
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Australia,Australian,0,Female_1665
42.0,Male,3,Data Scientist,14.0,140000.0,USA,White,0,Male_2275
34.0,Female,1,Human Resources Manager,6.0,75000.0,Canada,Black,0,Female_1666
26.0,Male,0,Sales Associate,2.0,30000.0,Australia,Australian,0,Male_2276
39.0,Female,2,Marketing Manager,11.0,120000.0,USA,White,0,Female_1667
30.0,Male,1,Software Engineer,4.0,65000.0,UK,Mixed,0,Male_2277
47.0,Male,3,Data Scientist,19.0,190000.0,Canada,Asian,0,Male_2278
25.0,Female,1,Software Developer,1.0,35000.0,Canada,Asian,0,Female_1668
40.0,Female,2,Human Resources Manager,12.0,130000.0,China,Korean,0,Female_1669
33.0,Male,1,Operations Manager,7.0,85000.0,USA,White,0,Male_2279
29.0,Female,0,Sales Associate,1.0,25000.0,Australia,Australian,0,Female_1670
44.0,Male,3,Data Scientist,15.0,150000.0,USA,Hispanic,0,Male_2280
28.0,Male,1,Software Developer,3.0,60000.0,Australia,White,0,Male_2281
36.0,Female,2,Marketing Coordinator,9.0,100000.0,Canada,Asian,0,Female_1671
31.0,Male,1,Operations Manager,6.0,75000.0,Australia,Australian,0,Male_2282
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,USA,White,0,Female_1672
42.0,Male,3,Data Scientist,14.0,140000.0,Canada,Black,0,Male_2283
34.0,Female,1,Human Resources Manager,6.0,75000.0,UK,Asian,0,Female_1673
26.0,Male,0,Sales Associate,2.0,30000.0,USA,African American,0,Male_2284
39.0,Female,2,Marketing Manager,11.0,120000.0,China,Chinese,0,Female_1674
30.0,Male,1,Software Engineer,4.0,65000.0,China,Chinese,0,Male_2285
47.0,Male,3,Data Scientist,19.0,190000.0,UK,White,0,Male_2286
25.0,Female,1,Software Developer,1.0,35000.0,UK,Asian,0,Female_1675
40.0,Female,2,Human Resources Manager,12.0,130000.0,USA,White,0,Female_1676
33.0,Male,1,Operations Manager,7.0,85000.0,UK,Welsh,0,Male_2287
29.0,Female,0,Sales Associate,1.0,25000.0,USA,White,0,Female_1677
44.0,Male,3,Data Scientist,15.0,150000.0,Australia,Australian,0,Male_2288
28.0,Male,1,Software Developer,3.0,60000.0,China,Chinese,0,Male_2289
36.0,Female,2,Marketing Coordinator,9.0,100000.0,USA,Asian,0,Female_1678
31.0,Male,1,Operations Manager,6.0,75000.0,China,Chinese,0,Male_2290
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Australia,Australian,0,Female_1679
42.0,Male,3,Data Scientist,14.0,140000.0,Australia,White,0,Male_2291
34.0,Female,1,Human Resources Manager,6.0,75000.0,China,Korean,0,Female_1680
26.0,Male,0,Sales Associate,2.0,30000.0,UK,Welsh,0,Male_2292
39.0,Female,2,Marketing Manager,11.0,120000.0,China,White,0,Female_1681
30.0,Male,1,Software Engineer,4.0,65000.0,China,White,0,Male_2293
47.0,Male,3,Data Scientist,19.0,190000.0,Australia,White,0,Male_2294
25.0,Female,1,Software Developer,1.0,35000.0,Australia,White,0,Female_1682
40.0,Female,2,Human Resources Manager,12.0,130000.0,UK,Asian,0,Female_1683
33.0,Male,1,Operations Manager,7.0,85000.0,USA,Asian,0,Male_2295
29.0,Female,0,Sales Associate,1.0,25000.0,USA,African American,0,Female_1684
44.0,Male,3,Data Scientist,15.0,150000.0,Australia,White,0,Male_2296
28.0,Male,1,Software Developer,3.0,60000.0,UK,Mixed,0,Male_2297
36.0,Female,2,Marketing Coordinator,9.0,100000.0,China,Chinese,0,Female_1685
31.0,Male,1,Operations Manager,6.0,75000.0,USA,White,0,Male_2298
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Australia,Asian,0,Female_1686
42.0,Male,3,Data Scientist,14.0,140000.0,USA,African American,0,Male_2299
34.0,Female,1,Human Resources Manager,6.0,75000.0,China,Chinese,0,Female_1687
26.0,Male,0,Sales Associate,2.0,30000.0,Canada,White,0,Male_2300
39.0,Female,2,Marketing Manager,11.0,120000.0,USA,African American,0,Female_1688
30.0,Male,1,Software Engineer,4.0,65000.0,USA,Asian,0,Male_2301
47.0,Male,3,Data Scientist,19.0,190000.0,Australia,White,0,Male_2302
25.0,Female,1,Software Developer,1.0,35000.0,Canada,White,0,Female_1689
40.0,Female,2,Human Resources Manager,12.0,130000.0,China,White,0,Female_1690
33.0,Male,1,Operations Manager,7.0,85000.0,Australia,Asian,0,Male_2303
29.0,Female,0,Sales Associate,1.0,25000.0,USA,White,0,Female_1691
44.0,Male,3,Data Scientist,15.0,150000.0,USA,African American,0,Male_2304
28.0,Male,1,Software Developer,3.0,60000.0,China,Korean,0,Male_2305
31.0,Male,1,Software Engineer,5.0,80000.0,UK,Mixed,0,Male_2306
27.0,Female,2,Marketing Manager,3.0,60000.0,UK,White,0,Female_1692
38.0,Male,3,Data Scientist,12.0,130000.0,China,Korean,0,Male_2307
29.0,Female,1,Human Resources Coordinator,2.0,45000.0,China,Chinese,0,Female_1693
23.0,Male,0,Sales Associate,1.0,25000.0,USA,Asian,0,Male_2308
32.0,Female,2,Software Developer,7.0,90000.0,USA,African American,0,Female_1694
44.0,Male,1,Operations Manager,18.0,170000.0,USA,Hispanic,0,Male_2309
26.0,Female,1,Marketing Coordinator,2.0,40000.0,Canada,Asian,0,Female_1695
40.0,Male,3,Data Scientist,15.0,150000.0,UK,Mixed,0,Male_2310
33.0,Female,1,Human Resources Manager,8.0,95000.0,Australia,Australian,0,Female_1696
24.0,Male,0,Sales Associate,1.0,25000.0,USA,Hispanic,0,Male_2311
35.0,Female,2,Marketing Manager,10.0,110000.0,Canada,Asian,0,Female_1697
29.0,Male,1,Software Engineer,4.0,70000.0,Australia,Australian,0,Male_2312
49.0,Male,3,Data Scientist,22.0,220000.0,UK,White,0,Male_2313
26.0,Female,1,Software Developer,2.0,35000.0,USA,African American,0,Female_1698
41.0,Female,2,Human Resources Manager,13.0,140000.0,China,Chinese,0,Female_1699
36.0,Male,1,Operations Manager,9.0,110000.0,UK,Asian,0,Male_2314
28.0,Female,0,Sales Associate,1.0,25000.0,China,White,0,Female_1700
43.0,Male,3,Data Scientist,16.0,160000.0,USA,White,0,Male_2315
29.0,Male,1,Software Developer,5.0,80000.0,UK,White,0,Male_2316
39.0,Female,2,Marketing Coordinator,11.0,120000.0,Canada,Black,0,Female_1701
32.0,Male,1,Operations Manager,6.0,90000.0,UK,Asian,0,Male_2317
28.0,Female,2,Human Resources Coordinator,2.0,45000.0,USA,Asian,0,Female_1702
40.0,Male,3,Data Scientist,15.0,150000.0,UK,Welsh,0,Male_2318
33.0,Female,1,Human Resources Manager,8.0,95000.0,USA,Hispanic,0,Female_1703
24.0,Male,0,Sales Associate,1.0,25000.0,UK,Asian,0,Male_2319
35.0,Female,2,Marketing Manager,10.0,110000.0,Australia,White,0,Female_1704
29.0,Male,1,Software Engineer,4.0,70000.0,UK,Mixed,0,Male_2320
49.0,Male,3,Data Scientist,22.0,220000.0,UK,Mixed,0,Male_2321
26.0,Female,1,Software Developer,2.0,35000.0,USA,Asian,0,Female_1705
41.0,Female,2,Human Resources Manager,13.0,140000.0,Australia,White,0,Female_1706
36.0,Male,1,Operations Manager,9.0,110000.0,China,Korean,0,Male_2322
28.0,Female,0,Sales Associate,1.0,25000.0,China,Chinese,0,Female_1707
43.0,Male,3,Data Scientist,16.0,160000.0,UK,Welsh,0,Male_2323
29.0,Male,1,Software Developer,5.0,80000.0,China,Chinese,0,Male_2324
39.0,Female,2,Marketing Coordinator,11.0,120000.0,China,Korean,0,Female_1708
32.0,Male,1,Operations Manager,6.0,90000.0,Australia,Australian,0,Male_2325
28.0,Female,2,Human Resources Coordinator,2.0,45000.0,USA,Hispanic,0,Female_1709
40.0,Male,3,Data Scientist,15.0,150000.0,USA,Asian,0,Male_2326
33.0,Female,1,Human Resources Manager,8.0,95000.0,Canada,Asian,0,Female_1710
24.0,Male,0,Sales Associate,1.0,25000.0,Australia,Australian,0,Male_2327
35.0,Female,2,Marketing Manager,10.0,110000.0,Australia,Asian,0,Female_1711
29.0,Male,1,Software Engineer,4.0,70000.0,Canada,Asian,0,Male_2328
49.0,Male,3,Data Scientist,22.0,220000.0,China,White,0,Male_2329
26.0,Female,1,Software Developer,2.0,35000.0,China,Chinese,0,Female_1712
41.0,Female,2,Human Resources Manager,13.0,140000.0,USA,African American,0,Female_1713
36.0,Male,1,Operations Manager,9.0,110000.0,USA,African American,0,Male_2330
28.0,Female,0,Sales Associate,1.0,25000.0,Australia,Asian,0,Female_1714
43.0,Male,3,Data Scientist,16.0,160000.0,Australia,Australian,0,Male_2331
29.0,Male,1,Software Developer,5.0,80000.0,China,White,0,Male_2332
39.0,Female,2,Marketing Coordinator,11.0,120000.0,USA,Hispanic,0,Female_1715
32.0,Male,1,Operations Manager,6.0,90000.0,USA,African American,0,Male_2333
28.0,Female,2,Human Resources Coordinator,2.0,45000.0,Australia,Australian,0,Female_1716
40.0,Male,3,Data Scientist,15.0,150000.0,Australia,Australian,0,Male_2334
33.0,Female,1,Human Resources Manager,8.0,95000.0,UK,White,0,Female_1717
24.0,Male,0,Sales Associate,1.0,25000.0,Canada,Asian,0,Male_2335
35.0,Female,2,Marketing Manager,10.0,110000.0,UK,Welsh,0,Female_1718
29.0,Male,1,Software Engineer,4.0,70000.0,China,Chinese,0,Male_2336
49.0,Male,3,Data Scientist,22.0,220000.0,Australia,Asian,0,Male_2337
26.0,Female,1,Software Developer,2.0,35000.0,Australia,Asian,0,Female_1719
41.0,Female,2,Human Resources Manager,13.0,140000.0,UK,Asian,0,Female_1720
36.0,Male,1,Operations Manager,9.0,110000.0,Australia,Asian,0,Male_2338
28.0,Female,0,Sales Associate,1.0,25000.0,UK,White,0,Female_1721
43.0,Male,3,Data Scientist,16.0,160000.0,UK,Mixed,0,Male_2339
29.0,Male,1,Software Developer,5.0,80000.0,Australia,Australian,0,Male_2340
39.0,Female,2,Marketing Coordinator,11.0,120000.0,China,Chinese,0,Female_1722
32.0,Male,1,Operations Manager,6.0,90000.0,USA,White,0,Male_2341
28.0,Female,2,Human Resources Coordinator,2.0,45000.0,USA,White,0,Female_1723
40.0,Male,3,Data Scientist,15.0,150000.0,Canada,Asian,0,Male_2342
33.0,Female,1,Human Resources Manager,8.0,95000.0,China,Chinese,0,Female_1724
24.0,Male,0,Sales Associate,1.0,25000.0,Canada,Black,0,Male_2343
35.0,Female,2,Marketing Manager,10.0,110000.0,USA,White,0,Female_1725
29.0,Male,1,Software Engineer,4.0,70000.0,China,White,0,Male_2344
49.0,Male,3,Data Scientist,22.0,220000.0,Canada,White,0,Male_2345
26.0,Female,1,Software Developer,2.0,35000.0,China,White,0,Female_1726
41.0,Female,2,Human Resources Manager,13.0,140000.0,USA,Hispanic,0,Female_1727
36.0,Male,1,Operations Manager,9.0,110000.0,USA,Hispanic,0,Male_2346
28.0,Female,0,Sales Associate,1.0,25000.0,USA,African American,0,Female_1728
43.0,Male,3,Data Scientist,16.0,160000.0,Canada,Black,0,Male_2347
29.0,Male,1,Software Developer,5.0,80000.0,Australia,Australian,0,Male_2348
39.0,Female,2,Marketing Coordinator,11.0,120000.0,China,Chinese,0,Female_1729
32.0,Male,1,Operations Manager,6.0,90000.0,China,White,0,Male_2349
28.0,Female,2,Human Resources Coordinator,2.0,45000.0,China,Korean,0,Female_1730
40.0,Male,3,Data Scientist,15.0,150000.0,USA,African American,0,Male_2350
33.0,Female,1,Human Resources Manager,8.0,95000.0,Canada,White,0,Female_1731
24.0,Male,0,Sales Associate,1.0,25000.0,USA,Asian,0,Male_2351
35.0,Female,2,Marketing Manager,10.0,110000.0,USA,Hispanic,0,Female_1732
29.0,Male,1,Software Engineer,4.0,70000.0,USA,Asian,0,Male_2352
49.0,Male,3,Data Scientist,22.0,220000.0,USA,Hispanic,0,Male_2353
26.0,Female,1,Software Developer,2.0,35000.0,Canada,Asian,0,Female_1733
41.0,Female,2,Human Resources Manager,13.0,140000.0,USA,White,0,Female_1734
36.0,Male,1,Operations Manager,9.0,110000.0,UK,Mixed,0,Male_2354
28.0,Female,0,Sales Associate,1.0,25000.0,Canada,Asian,0,Female_1735
43.0,Male,3,Data Scientist,16.0,160000.0,China,White,0,Male_2355
29.0,Male,1,Software Developer,5.0,80000.0,Australia,Asian,0,Male_2356
39.0,Female,2,Marketing Coordinator,11.0,120000.0,China,Korean,0,Female_1736
32.0,Male,1,Operations Manager,6.0,90000.0,China,White,0,Male_2357
28.0,Female,2,Human Resources Coordinator,2.0,45000.0,Australia,White,0,Female_1737
40.0,Male,3,Data Scientist,15.0,150000.0,USA,Hispanic,0,Male_2358
33.0,Female,1,Human Resources Manager,8.0,95000.0,UK,Asian,0,Female_1738
24.0,Male,0,Sales Associate,1.0,25000.0,Canada,White,0,Male_2359
35.0,Female,2,Marketing Manager,10.0,110000.0,USA,African American,0,Female_1739
29.0,Male,1,Software Engineer,4.0,70000.0,Australia,Asian,0,Male_2360
49.0,Male,3,Data Scientist,22.0,220000.0,Australia,Asian,0,Male_2361
26.0,Female,1,Software Developer,2.0,35000.0,Australia,Australian,0,Female_1740
41.0,Female,2,Human Resources Manager,13.0,140000.0,UK,Mixed,0,Female_1741
36.0,Male,1,Operations Manager,9.0,110000.0,China,Korean,0,Male_2362
28.0,Female,0,Sales Associate,1.0,25000.0,Canada,Black,0,Female_1742
43.0,Male,3,Data Scientist,16.0,160000.0,China,Korean,0,Male_2363
29.0,Male,1,Software Developer,5.0,80000.0,China,White,0,Male_2364
39.0,Female,2,Marketing Coordinator,11.0,120000.0,Canada,Asian,0,Female_1743
32.0,Male,1,Operations Manager,6.0,90000.0,China,White,0,Male_2365
28.0,Female,2,Human Resources Coordinator,2.0,45000.0,USA,White,0,Female_1744
40.0,Male,3,Data Scientist,15.0,150000.0,Canada,Asian,0,Male_2366
33.0,Female,1,Human Resources Manager,8.0,95000.0,China,Korean,0,Female_1745
24.0,Male,0,Sales Associate,1.0,25000.0,Australia,White,0,Male_2367
35.0,Female,2,Marketing Manager,10.0,110000.0,Australia,Asian,0,Female_1746
29.0,Male,1,Software Engineer,4.0,70000.0,Canada,Black,0,Male_2368
49.0,Male,3,Data Scientist,22.0,220000.0,China,White,0,Male_2369
26.0,Female,1,Software Developer,2.0,35000.0,Australia,White,0,Female_1747
41.0,Female,2,Human Resources Manager,13.0,140000.0,UK,Welsh,0,Female_1748
36.0,Male,1,Operations Manager,9.0,110000.0,UK,Welsh,0,Male_2370
28.0,Female,0,Sales Associate,1.0,25000.0,Canada,White,0,Female_1749
43.0,Male,3,Data Scientist,16.0,160000.0,Australia,Asian,0,Male_2371
29.0,Male,1,Software Developer,5.0,80000.0,USA,Hispanic,0,Male_2372
34.0,Male,1,Software Engineer,6.0,85000.0,Canada,White,0,Male_2373
31.0,Female,2,Marketing Manager,4.0,62000.0,China,Korean,0,Female_1750
41.0,Male,3,Data Scientist,13.0,138000.0,China,Korean,0,Male_2374
27.0,Female,1,Human Resources Coordinator,2.0,47000.0,China,Korean,0,Female_1751
25.0,Male,0,Sales Associate,1.0,26000.0,Australia,Australian,0,Male_2375
33.0,Female,2,Software Developer,8.0,95000.0,UK,Asian,0,Female_1752
45.0,Male,1,Operations Manager,19.0,174000.0,Canada,Asian,0,Male_2376
28.0,Female,1,Marketing Coordinator,2.0,41000.0,China,Chinese,0,Female_1753
42.0,Male,3,Data Scientist,16.0,162000.0,Australia,White,0,Male_2377
34.0,Female,1,Human Resources Manager,9.0,99000.0,Canada,Black,0,Female_1754
23.0,Male,0,Sales Associate,1.0,26000.0,Canada,White,0,Male_2378
36.0,Female,2,Marketing Manager,11.0,117000.0,UK,White,0,Female_1755
30.0,Male,1,Software Engineer,5.0,75000.0,Australia,Australian,0,Male_2379
50.0,Male,3,Data Scientist,23.0,225000.0,UK,Asian,0,Male_2380
27.0,Female,1,Software Developer,2.0,36000.0,UK,Asian,0,Female_1756
43.0,Female,2,Human Resources Manager,14.0,146000.0,USA,White,0,Female_1757
37.0,Male,1,Operations Manager,10.0,113000.0,Australia,Asian,0,Male_2381
29.0,Female,0,Sales Associate,1.0,26000.0,Canada,Asian,0,Female_1758
44.0,Male,3,Data Scientist,17.0,168000.0,USA,Asian,0,Male_2382
30.0,Male,1,Software Developer,6.0,85000.0,USA,Asian,0,Male_2383
40.0,Female,2,Marketing Coordinator,12.0,122000.0,Australia,Australian,0,Female_1759
33.0,Male,1,Operations Manager,7.0,96000.0,Australia,Australian,0,Male_2384
29.0,Female,2,Human Resources Coordinator,3.0,49000.0,Australia,Asian,0,Female_1760
43.0,Male,3,Data Scientist,16.0,162000.0,China,Chinese,0,Male_2385
34.0,Female,1,Human Resources Manager,9.0,99000.0,UK,Welsh,0,Female_1761
23.0,Male,0,Sales Associate,1.0,26000.0,Australia,Asian,0,Male_2386
36.0,Female,2,Marketing Manager,11.0,117000.0,USA,Asian,0,Female_1762
30.0,Male,1,Software Engineer,5.0,75000.0,USA,African American,0,Male_2387
50.0,Male,3,Data Scientist,23.0,225000.0,USA,Hispanic,0,Male_2388
27.0,Female,1,Software Developer,2.0,36000.0,USA,Asian,0,Female_1763
43.0,Female,2,Human Resources Manager,14.0,146000.0,Australia,Australian,0,Female_1764
37.0,Male,1,Operations Manager,10.0,113000.0,UK,Asian,0,Male_2389
29.0,Female,0,Sales Associate,1.0,26000.0,Australia,White,0,Female_1765
44.0,Male,3,Data Scientist,17.0,168000.0,Canada,Black,0,Male_2390
30.0,Male,1,Software Developer,6.0,85000.0,USA,African American,0,Male_2391
40.0,Female,2,Marketing Coordinator,12.0,122000.0,Australia,Asian,0,Female_1766
33.0,Male,1,Operations Manager,7.0,96000.0,USA,Hispanic,0,Male_2392
29.0,Female,2,Human Resources Coordinator,3.0,49000.0,Canada,Black,0,Female_1767
43.0,Male,3,Data Scientist,16.0,162000.0,Canada,Black,0,Male_2393
34.0,Female,1,Human Resources Manager,9.0,99000.0,UK,Mixed,0,Female_1768
23.0,Male,0,Sales Associate,1.0,26000.0,Canada,White,0,Male_2394
36.0,Female,2,Marketing Manager,11.0,117000.0,USA,Hispanic,0,Female_1769
30.0,Male,1,Software Engineer,5.0,75000.0,Australia,Asian,0,Male_2395
50.0,Male,3,Data Scientist,23.0,225000.0,Australia,Australian,0,Male_2396
27.0,Female,1,Software Developer,2.0,36000.0,UK,Mixed,0,Female_1770
43.0,Female,2,Human Resources Manager,14.0,146000.0,UK,White,0,Female_1771
37.0,Male,1,Operations Manager,10.0,113000.0,USA,White,0,Male_2397
29.0,Female,0,Sales Associate,1.0,26000.0,UK,Welsh,0,Female_1772
44.0,Male,3,Data Scientist,17.0,168000.0,USA,White,0,Male_2398
30.0,Male,1,Software Developer,6.0,85000.0,Australia,Asian,0,Male_2399
40.0,Female,2,Marketing Coordinator,12.0,122000.0,UK,Welsh,0,Female_1773
33.0,Male,1,Operations Manager,7.0,96000.0,Australia,Asian,0,Male_2400
29.0,Female,2,Human Resources Coordinator,3.0,49000.0,China,Korean,0,Female_1774
43.0,Male,3,Data Scientist,16.0,162000.0,Australia,Australian,0,Male_2401
34.0,Female,1,Human Resources Manager,9.0,99000.0,Australia,Asian,0,Female_1775
23.0,Male,0,Sales Associate,1.0,26000.0,USA,Hispanic,0,Male_2402
36.0,Female,2,Marketing Manager,11.0,117000.0,Australia,Asian,0,Female_1776
30.0,Male,1,Software Engineer,5.0,75000.0,USA,White,0,Male_2403
50.0,Male,3,Data Scientist,23.0,225000.0,Australia,Australian,0,Male_2404
27.0,Female,1,Software Developer,2.0,36000.0,Australia,Asian,0,Female_1777
43.0,Female,2,Human Resources Manager,14.0,146000.0,Australia,White,0,Female_1778
37.0,Male,1,Operations Manager,10.0,113000.0,Australia,Asian,0,Male_2405
29.0,Female,0,Sales Associate,1.0,26000.0,China,Chinese,0,Female_1779
44.0,Male,3,Data Scientist,17.0,168000.0,UK,Asian,0,Male_2406
30.0,Male,1,Software Developer,6.0,85000.0,USA,White,0,Male_2407
40.0,Female,2,Marketing Coordinator,12.0,122000.0,UK,Asian,0,Female_1780
33.0,Male,1,Operations Manager,7.0,96000.0,UK,Asian,0,Male_2408
29.0,Female,2,Human Resources Coordinator,3.0,49000.0,China,Chinese,0,Female_1781
43.0,Male,3,Data Scientist,16.0,162000.0,Canada,Asian,0,Male_2409
34.0,Female,1,Human Resources Manager,9.0,99000.0,China,White,0,Female_1782
23.0,Male,0,Sales Associate,1.0,26000.0,UK,Welsh,0,Male_2410
36.0,Female,2,Marketing Manager,11.0,117000.0,Canada,Asian,0,Female_1783
30.0,Male,1,Software Engineer,5.0,75000.0,China,White,0,Male_2411
50.0,Male,3,Data Scientist,23.0,225000.0,Australia,White,0,Male_2412
27.0,Female,1,Software Developer,2.0,36000.0,Australia,Australian,0,Female_1784
43.0,Female,2,Human Resources Manager,14.0,146000.0,USA,African American,0,Female_1785
37.0,Male,1,Operations Manager,10.0,113000.0,China,White,0,Male_2413
29.0,Female,0,Sales Associate,1.0,26000.0,Canada,White,0,Female_1786
44.0,Male,3,Data Scientist,17.0,168000.0,Canada,Black,0,Male_2414
30.0,Male,1,Software Developer,6.0,85000.0,UK,White,0,Male_2415
40.0,Female,2,Marketing Coordinator,12.0,122000.0,UK,Mixed,0,Female_1787
33.0,Male,1,Operations Manager,7.0,96000.0,China,Chinese,0,Male_2416
29.0,Female,2,Human Resources Coordinator,3.0,49000.0,Canada,Asian,0,Female_1788
43.0,Male,3,Data Scientist,16.0,162000.0,China,White,0,Male_2417
34.0,Female,1,Human Resources Manager,9.0,99000.0,UK,Asian,0,Female_1789
23.0,Male,0,Sales Associate,1.0,26000.0,USA,Hispanic,0,Male_2418
36.0,Female,2,Marketing Manager,11.0,117000.0,Canada,Asian,0,Female_1790
30.0,Male,1,Software Engineer,5.0,75000.0,Canada,Black,0,Male_2419
50.0,Male,3,Data Scientist,23.0,225000.0,UK,White,0,Male_2420
27.0,Female,1,Software Developer,2.0,36000.0,Australia,White,0,Female_1791
43.0,Female,2,Human Resources Manager,14.0,146000.0,Canada,White,0,Female_1792
37.0,Male,1,Operations Manager,10.0,113000.0,Canada,Black,0,Male_2421
29.0,Female,0,Sales Associate,1.0,26000.0,UK,Welsh,0,Female_1793
44.0,Male,3,Data Scientist,17.0,168000.0,Canada,White,0,Male_2422
30.0,Male,1,Software Developer,6.0,85000.0,UK,White,0,Male_2423
40.0,Female,2,Marketing Coordinator,12.0,122000.0,Canada,Black,0,Female_1794
33.0,Male,1,Operations Manager,7.0,96000.0,China,White,0,Male_2424
29.0,Female,2,Human Resources Coordinator,3.0,49000.0,USA,Hispanic,0,Female_1795
43.0,Male,3,Data Scientist,16.0,162000.0,USA,Asian,0,Male_2425
34.0,Female,1,Human Resources Manager,9.0,99000.0,China,Chinese,0,Female_1796
23.0,Male,0,Sales Associate,1.0,26000.0,Canada,White,0,Male_2426
36.0,Female,2,Marketing Manager,11.0,117000.0,USA,African American,0,Female_1797
30.0,Male,1,Software Engineer,5.0,75000.0,UK,Asian,0,Male_2427
50.0,Male,3,Data Scientist,23.0,225000.0,Australia,White,0,Male_2428
27.0,Female,1,Software Developer,2.0,36000.0,UK,Mixed,0,Female_1798
43.0,Female,2,Human Resources Manager,14.0,146000.0,UK,White,0,Female_1799
37.0,Male,1,Operations Manager,10.0,113000.0,Canada,Black,0,Male_2429
29.0,Female,0,Sales Associate,1.0,26000.0,Canada,Asian,0,Female_1800
44.0,Male,3,Data Scientist,17.0,168000.0,USA,Hispanic,0,Male_2430
30.0,Male,1,Software Developer,6.0,85000.0,Canada,White,0,Male_2431
40.0,Female,2,Marketing Coordinator,12.0,122000.0,Australia,Australian,0,Female_1801
33.0,Male,1,Operations Manager,7.0,96000.0,China,Chinese,0,Male_2432
29.0,Female,2,Human Resources Coordinator,3.0,49000.0,Australia,Asian,0,Female_1802
43.0,Male,3,Data Scientist,16.0,162000.0,USA,African American,0,Male_2433
34.0,Female,1,Human Resources Manager,9.0,99000.0,USA,White,0,Female_1803
23.0,Male,0,Sales Associate,1.0,26000.0,USA,Hispanic,0,Male_2434
36.0,Female,2,Marketing Manager,11.0,117000.0,USA,White,0,Female_1804
30.0,Male,1,Software Engineer,5.0,75000.0,UK,Mixed,0,Male_2435
50.0,Male,3,Data Scientist,23.0,225000.0,UK,Welsh,0,Male_2436
